code,name,r,g,b
YY 1123,Follow the sun,216,188,133
YY 1124,Wildflower bouquet,209,184,135
YY 1125,Solemn gathering,184,158,106
YY 1126,Muddy yellow,169,143,86
YY 1127,Louis XIV,151,121,78
YY 1128,Lassi glasses,244,228,201
YY 1129,Shea butter,239,216,177
YY 1130,IYKYK,234,209,166
YY 1131,Cookie mix,232,195,136
YY 1132,August storms,213,180,125
YY 1133,Clay pottery,183,152,100
YY 1134,Raw sugar,173,137,91
YY 1135,Forest rangers,157,120,77
YY 1800,Flowers eat sunshine,254,224,80
YY 1801,Edison bulb,253,208,24
YY 1802,Aam ras,254,191,37
YY 1803,English mustard,224,174,67
YR 2000,Mango float,251,224,178
YR 2001,Yellow water lily,254,215,155
YR 2002,Goldenrod,254,197,98
YR 2003,Sun in the water,246,181,77
YR 2004,Flame yellow,254,176,36
YR 2005,Golden tiger,235,167,41
YR 2006,Turmeric is gold,218,145,49
YR 2007,A pleased maharaja,187,124,57
YR 2008,Winter sunshine,246,231,211
YR 2009,Mango cream,254,229,189
YR 2010,Balmy evenings,254,211,148
YR 2011,Steamed apricots,254,200,123
YR 2012,Amber glow,254,187,76
YR 2013,Summer sunrise,254,180,35
YR 2014,October in Bombay,221,161,67
YR 2015,Haldi ceremony,203,139,51
YR 2016,Dust in the wind,246,226,202
YR 2017,Morning porridge,246,217,183
YR 2018,Vacay reels,241,203,158
YR 2019,Boiled sweets,232,183,130
YR 2020,Ratnagiri mangoes,252,196,117
YR 2021,Slice of sun,250,183,91
YR 2022,Yolk yellow,254,177,66
YR 2023,Mysore flower market,250,160,41
YR 2024,Peach ice cream,254,231,194
YR 2025,Homemade butter,253,220,159
YR 2026,Breakfast eggs,247,196,116
YR 2027,Nectarine,246,181,113
YR 2028,Warm citrus,239,170,80
YR 2029,Orange zest,231,158,57
YR 2030,Melon pie,215,144,48
YR 2031,Muddy orange,193,128,60
YR 2032,Mayonnaise,246,232,210
YR 2033,Umbrellas in the sun,238,211,171
YR 2034,Instagram filter,242,210,155
YR 2035,Silken sheen,224,181,119
YR 2036,Golden buff,206,156,98
YR 2037,Golgappe,207,152,70
YR 2038,Papads in the sun,177,126,62
YR 2039,Notebook covers,129,99,62
YR 2040,Faint orange,235,215,190
YR 2041,Pearl Glow,248,219,185
YR 2042,Tea dipped biscuit,233,191,153
YR 2043,Dipped in gold,217,179,141
YR 2044,Seasoned curry,203,162,117
YR 2045,Masala in my chai,193,154,103
YR 2046,Mustard orange,202,146,65
YR 2047,Dijon mustard,180,138,59
YR 2048,Billowy curtains,244,233,217
YR 2049,Ancient manuscript,232,215,189
YR 2050,Mellow yellow,238,204,158
YR 2051,Melted cheese,227,179,113
YR 2052,Deep mustard,224,173,98
YR 2053,Caramel sauce,199,142,63
YR 2054,Sticky toffee,166,123,81
YR 2055,Tree bark,152,107,67
YR 2056,Apple crumble,240,215,179
YR 2057,Saffron and milk,245,217,171
YR 2058,Orange cream biscuits,233,193,142
YR 2059,Itihaas,224,169,108
YR 2060,Golden orange,226,160,88
YR 2061,Sand castles,175,124,60
YR 2062,Pumpkin spice latte,154,115,75
YR 2063,Tiramisu after supper,144,104,65
YR 2064,Sheer curtains,249,228,207
YR 2065,Ancient marble,249,222,192
YR 2066,Roasted cashew,231,199,168
YR 2067,Five thirty pm,227,170,119
YR 2068,Golden hour,223,155,89
YR 2069,Jaisalmer sunset,221,149,76
YR 2070,Wild berries,217,135,55
YR 2071,Carpets of old leaves,205,122,62
YR 2072,Unbleached linen,251,231,198
YR 2073,Pottery class,254,224,177
YR 2074,Golden ale,254,204,151
YR 2075,Hint of gold,254,192,126
YR 2076,Baked pumpkin,254,181,102
YR 2077,Straight from Malta,252,159,76
YR 2078,Clownfish,228,133,44
YR 2079,Tiger lilies,214,119,58
YR 2080,Preserved petals,245,231,207
YR 2081,Three blondes,247,222,175
YR 2082,Summertime,253,206,130
YR 2083,Orange juice cake,254,179,94
YR 2084,Golden hay,254,179,66
YR 2085,California poppy,254,167,71
YR 2086,Lozenges,241,146,43
YR 2087,Orange heleniums,216,138,62
YR 2088,Fresh canvas,249,235,210
YR 2089,Cheese crackers,246,223,187
YR 2090,Pineapple inside,253,215,170
YR 2091,Haldi doodh,248,207,155
YR 2092,Honey gold,250,173,111
YR 2093,Golden buttery toast,245,161,99
YR 2094,Fields of pumpkins,213,134,68
YR 2095,Burnt caramel,187,111,61
YR 2096,Buttery sky,252,221,174
YR 2097,Sun behind clouds,254,222,168
YR 2098,Gold dust,254,216,169
YR 2099,Butterscotch ice cream,252,202,149
YR 2100,Soft candlelight,248,173,112
YR 2101,Warmth,223,152,90
YR 2102,By the bonfire,214,133,66
YR 2103,An unusual jasper,181,106,63
YR 2104,Peach blush,243,221,208
YR 2105,Family heirloom,235,204,181
YR 2106,Sunset in winter,245,198,163
YR 2107,Melons in my porridge,237,180,127
YR 2108,Fallen oranges,247,167,108
YR 2109,Regal cinema,224,156,106
YR 2110,Jaali sunsets,202,123,72
YR 2111,Baked clay,175,100,71
YR 2112,Gentle breeze,243,229,216
YR 2113,Cream cones,246,214,191
YR 2114,Mottled peach,254,206,172
YR 2115,Afternoon nap,247,194,153
YR 2116,Dried oranges,252,181,124
YR 2117,By the beach,241,174,118
YR 2118,Immunity booster,217,144,86
YR 2119,Burnt sugar,162,104,62
YR 2120,Macadamia nuts,244,233,218
YR 2121,What's your good name?,237,217,195
YR 2122,Rose milk,247,211,192
YR 2123,Baked sweet potatoes,238,201,178
YR 2124,Jaipur haveli,236,185,149
YR 2125,A box of files,215,148,104
YR 2126,Khaki brown,163,107,68
YR 2127,Burnt umber,151,101,76
YR 2128,Sunlit snow,246,224,210
YR 2129,Swans at dawn,240,212,189
YR 2130,Sea anemone,240,189,158
YR 2131,Orange ices,241,169,133
YR 2132,Attar of roses,216,164,133
YR 2133,Lal mitti,196,138,108
YR 2134,Sunlit puddle,203,130,92
YR 2135,Wine 'o' clock,185,108,53
YR 2136,Halos for angels,245,230,218
YR 2137,Make a wish,248,207,181
YR 2138,Goli soda,243,197,169
YR 2139,Glow,254,193,152
YR 2140,Candied orange,252,170,124
YR 2141,In the tropics,231,143,94
YR 2142,Slow crumble,188,114,78
YR 2143,Earthy orange,174,102,75
YR 2144,An old romance,254,211,186
YR 2145,Peach skin,254,196,160
YR 2146,Birthday candy,241,165,124
YR 2147,Vitamin C,241,154,99
YR 2148,Summer palace in Morocco,235,136,83
YR 2149,Genda phool,212,113,70
YR 2150,Sun tan,202,100,59
YR 2151,Marmalade,197,92,62
YR 2152,Angel dust,237,216,208
YR 2153,Raag bhairav,249,214,196
YR 2154,Buttery pink,250,186,152
YR 2155,Orange soda,248,157,109
YR 2156,Gerberas in a vase,234,134,90
YR 2157,Marigold garland,234,109,68
YR 2158,Apricot jam,213,104,61
YR 2159,Block print sunsets,167,85,64
YR 2160,Cherub pink,243,208,193
YR 2161,Queen's ball,253,187,159
YR 2162,Coral pink,250,159,128
YR 2163,Roasted nuts,243,137,98
YR 2164,Nearly orange,246,134,95
YR 2165,Lobster claw,218,95,70
YR 2166,Sunset flowers,226,102,89
YR 2167,Flame of the forest,213,89,78
YR 2168,Crushed ice,250,234,224
YR 2169,Yesterday's sherbet,245,213,191
YR 2170,Musk melon pink,247,194,171
YR 2171,Orange Parasol,240,170,136
YR 2172,Japanese silk,226,154,120
YR 2173,Pickled carrots,208,109,76
YR 2174,Safflower petals,186,100,57
YR 2175,Wet clay,176,88,64
YR 2176,Fragile memories,241,220,210
YR 2177,Old linen,231,187,163
YR 2178,Sandalwood,208,165,141
YR 2179,Tinged with old dust,207,154,129
YR 2180,Preserved in amber,214,131,105
YR 2181,A mistress of spice,192,99,54
YR 2182,Kahaani,176,95,57
YR 2183,Guava cheese,141,85,67
YR 2184,Petals for pilaf,247,228,222
YR 2185,Are cocktails food?,237,213,206
YR 2186,A corsage for Nancy,238,207,196
YR 2187,Visitors in Delhi,225,171,156
YR 2188,Old sandstone,227,163,140
YR 2189,Orange clay,211,144,124
YR 2190,Ginger orange,163,89,62
YR 2191,Mud and clay,138,86,71
YR 2192,Clotted cream,243,232,226
YR 2193,Oyster shell pink,244,227,219
YR 2194,Charmeuse silk,230,202,189
YR 2195,Tinged with brown,226,190,169
YR 2196,Deep beige,219,167,141
YR 2197,Chairs from Chandigarh,196,138,109
YR 2198,Dosa chicken at midnight,172,116,88
YR 2199,Willow trees,147,96,65
YR 2200,Rose coloured glasses,244,224,211
YR 2201,Neverland,230,203,194
YR 2202,Faded embroidery,212,178,165
YR 2203,Pink daisies,220,172,158
YR 2204,Butter icing,233,164,142
YR 2205,Warmest regards,198,133,104
YR 2206,Annatto seeds,208,122,98
YR 2207,A Jataka tale,183,115,91
YR 2800,A dozen from Nagpur,252,166,35
YR 2801,Tangerine dream,249,144,49
YR 2802,Berries from Leh,233,118,62
YR 2803,Orange flame,246,114,55
RR 3000,Pink cloud,241,217,208
RR 3001,Rice pearls from nani,250,208,194
RR 3002,Dahlia buds,254,186,157
RR 3003,Mimosas at sunset,251,160,128
RR 3004,Narangi,223,111,87
RR 3005,Sunset orange,217,99,79
RR 3006,Stepped on kolam,205,92,67
RR 3007,Mogambo khus hua,195,72,57
RR 3008,Young love,239,231,228
RR 3009,Pink opal,243,206,196
RR 3010,Soft rose,252,185,170
RR 3011,String of aboli,230,158,143
RR 3012,Clementines in summer,198,110,87
RR 3013,Aditya,191,80,67
RR 3014,Indian madder,163,71,65
RR 3015,Unrequited love,136,71,66
RR 3016,Coconut cream,242,226,216
RR 3017,Pink marble,247,217,208
RR 3018,Creamy pink,246,190,170
RR 3019,Peach cobbler,238,156,139
RR 3020,Carnations,237,141,124
RR 3021,September in Kashmir,198,99,77
RR 3022,Lipstick tree,171,84,77
RR 3023,Autumn roses,141,79,70
RR 3024,Preloved,236,206,199
RR 3025,Ballet tutus,254,192,174
RR 3026,Rose dew,246,169,150
RR 3027,Iced souffle,216,152,135
RR 3028,Dried orange peel,203,118,105
RR 3029,Mehrunnissa's saffron,183,98,81
RR 3030,Earthy red,162,86,68
RR 3031,Muddy red,123,74,66
RR 3032,Oyster mushroom,240,215,206
RR 3033,Peach finesse,246,212,205
RR 3034,Satin pyjamas,242,187,178
RR 3035,Salmon,252,173,162
RR 3036,Tea in the balcony,238,149,133
RR 3037,Bitter orange,210,107,91
RR 3038,Chinese lantern,213,80,65
RR 3039,Marrakesh,217,66,54
RR 3040,Morning lotus,250,221,212
RR 3041,Effervescent pink,252,188,180
RR 3042,Rosebud,253,169,159
RR 3043,Dusty pink,251,157,145
RR 3044,Chilli guava,235,114,99
RR 3045,Pomegranate rubies,211,90,92
RR 3046,Apple blossom,208,63,71
RR 3047,Ancestral rubies,207,65,66
RR 3048,Icy pink,241,206,202
RR 3049,Mixtape romance,229,145,140
RR 3050,Rose dust,203,107,109
RR 3051,Deep blush,203,96,94
RR 3052,Favourite nail polish,195,72,79
RR 3053,A painting in Thiksey,176,66,64
RR 3054,Diyas in the breeze,145,74,61
RR 3055,Hibiscus juice,154,63,57
RR 3056,Angel cake,244,208,204
RR 3057,Fig sorbet,236,178,171
RR 3058,Flamingos in sewri,228,153,148
RR 3059,Gulabi chai from 1894,216,125,123
RR 3060,A symphony,226,123,121
RR 3061,Mapusa market mornings,226,100,106
RR 3062,Soft garnet red,203,90,94
RR 3063,Stop sign,179,60,77
RR 3064,Pearly pink,246,230,226
RR 3065,Fairy lights in winter,250,214,209
RR 3066,Flower carpets in spring,235,171,156
RR 3067,Post modern pink,229,177,170
RR 3068,Jaipur red,205,128,119
RR 3069,Bus stop friends,195,96,87
RR 3070,Red clay,186,76,65
RR 3071,Artist's sienna,173,66,59
RR 3072,Rose macaroon,250,225,219
RR 3073,First kiss,236,203,199
RR 3074,Fresh sol kadhi,221,167,160
RR 3075,Noon chai,214,161,162
RR 3076,Strawberry shortcake,199,121,119
RR 3077,Birds at sunset,174,90,95
RR 3078,Deep brick red,164,70,75
RR 3079,Guntur chilli,146,54,61
RR 3080,Coral blush,247,202,195
RR 3081,Grand Budapest hotel,253,173,168
RR 3082,Grandma's couch,234,132,132
RR 3083,Flower stained,219,97,104
RR 3084,Summer poppy,209,76,85
RR 3085,Roses are red,194,53,67
RR 3086,Plum red,153,61,71
RR 3087,Wine and lipstick,144,80,85
RR 3088,Library of scent,251,222,217
RR 3089,Moonlit rose,253,205,202
RR 3090,Pink azure,242,163,164
RR 3091,Wes Anderson was here,226,127,133
RR 3092,Chilli pink,232,106,118
RR 3093,Cherry on the cake,198,76,86
RR 3094,Dragon red,203,60,78
RR 3095,Red carpet,170,53,58
RR 3096,Hushed summer,243,232,231
RR 3097,Tender periwinkle,241,210,211
RR 3098,Rabbit's nose,243,177,181
RR 3099,Iranian rose,234,141,149
RR 3100,Flamingo,226,118,126
RR 3101,Guavas with salt,221,110,123
RR 3102,Secret from the past,193,79,102
RR 3103,Alta for a dance,174,61,79
RR 3104,Alabaster pink,245,219,221
RR 3105,Prehistoric pink,249,195,197
RR 3106,Malecon sunset,241,168,172
RR 3107,Sliced dragon fruit,237,151,159
RR 3108,High pink,229,120,132
RR 3109,Drama queen,215,94,104
RR 3110,Sangria,180,78,91
RR 3111,Baby tomatoes,148,69,80
RR 3112,Strawberry ice,243,229,229
RR 3113,Watermelon,248,204,209
RR 3114,Snapdragons,249,168,182
RR 3115,Meadow of peonies,249,156,170
RR 3116,Bubble gum,228,106,128
RR 3117,Paradise,226,102,117
RR 3118,Just ate candy,195,82,94
RR 3119,Pomegranate sun,182,81,85
RR 3120,Cake frosting,250,214,216
RR 3121,Cherry blossom,246,188,196
RR 3122,Plush pink,234,162,169
RR 3123,Something borrowed,229,133,140
RR 3124,Paris at 40,222,109,121
RR 3125,Dull maroon,168,87,93
RR 3126,Red curtain,158,72,80
RR 3127,2000 years ago,151,66,81
RR 3128,Perfect shortcake,240,216,213
RR 3129,Letter for a princess,221,178,177
RR 3130,Reading in the parlour,215,152,151
RR 3131,Tawny Pink,204,125,127
RR 3132,Cinnabar,177,104,105
RR 3133,Paris to Bombay,175,86,97
RR 3134,The bride is home,168,69,81
RR 3135,Berry preserve,118,59,63
RR 3136,Innocence,245,231,230
RR 3137,October clouds,239,201,201
RR 3138,Rose garden,243,187,188
RR 3139,Honey pink,232,151,150
RR 3140,Wild rosebush,203,135,132
RR 3141,Forest roses,179,101,109
RR 3142,Beet red,128,59,70
RR 3143,Tuscan wine,128,71,70
RR 3144,Sugar lollies,243,220,215
RR 3145,The room of longing,229,191,187
RR 3146,Pale summer blush,227,191,190
RR 3147,Lotus bud,226,181,183
RR 3148,Pink Sky,205,148,147
RR 3149,Warm currant bread,173,99,101
RR 3150,Roses at Manik Mahal,133,63,66
RR 3151,Artisan's summer dream,121,64,64
RR 3152,Skin,233,220,216
RR 3153,Yesterday's lotus petals,203,165,158
RR 3154,Soft heather breeze,202,171,170
RR 3155,Mufflers in Nainital,176,129,130
RR 3156,Raspberry jam,181,122,131
RR 3157,Swipe right,170,99,114
RR 3158,A flyaway dupatta,106,67,72
RR 3159,Rose jam,113,66,63
RR 3160,Spring blossom,237,223,224
RR 3161,Rainy spring day,217,192,195
RR 3162,Dried flowers,212,180,184
RR 3163,Sunset at bandstand,197,163,173
RR 3164,Purana qila,190,142,149
RR 3165,End of summer,156,110,120
RR 3166,Bruised pink,145,88,95
RR 3167,A glass of wine,121,71,83
RR 3168,Princess pink,237,218,218
RR 3169,Frosty pink,235,210,211
RR 3170,Mauve tinge,218,182,186
RR 3171,Powder room,201,160,165
RR 3172,Felicity,199,154,165
RR 3173,Feels like velvet,157,108,118
RR 3174,Mysuru silk,133,86,98
RR 3175,Evening cocktail,98,63,71
RR 3176,Tender pink,244,225,226
RR 3177,Pink lemonade,234,207,211
RR 3178,Afternoon punch,227,183,191
RR 3179,Begonias,210,148,160
RR 3180,Stargazer lilies,206,103,129
RR 3181,Guilty bouquet,183,86,107
RR 3182,Grape dye,154,80,94
RR 3183,Plumcot,128,62,82
RR 3800,Scarlet dreams,199,77,60
RR 3801,Home for holidays,180,64,65
RR 3802,Ruby glow,217,67,68
RR 3803,500 likes,186,58,60
PP 4000,First birthday,246,232,233
PP 4001,Baby pink,249,216,222
PP 4002,French summer,243,167,187
PP 4003,Pink Azaleas,238,143,165
PP 4004,Pinkie swear,224,104,130
PP 4005,Roja pink,187,79,106
PP 4006,Dark bougainvillea,176,66,98
PP 4007,Wine pink,133,69,85
PP 4008,Powdered noses,243,219,227
PP 4009,Five bridesmaids,246,208,217
PP 4010,Delicate blush,237,196,207
PP 4011,Not a stereotype,223,148,170
PP 4012,Be my valentine,228,124,156
PP 4013,Patented dreams,217,102,138
PP 4014,Goddess pink,184,74,113
PP 4015,Beet salad,168,60,91
PP 4016,Surprise carpets,245,207,222
PP 4017,Cascade of roses,237,186,202
PP 4018,A dozen azaleas,241,166,188
PP 4019,Softened by time,227,119,155
PP 4020,Technicolour cloud,221,121,155
PP 4021,The day after Holi,197,77,124
PP 4022,Fuchsia blend,187,83,119
PP 4023,Rouge,161,74,93
PP 4024,Thank you notes,241,213,228
PP 4025,Love letter from 2003,234,177,198
PP 4026,90s kid,237,160,194
PP 4027,Haute couture,221,129,175
PP 4028,Convocation day,216,110,153
PP 4029,Actress pink,197,91,137
PP 4030,Inner beauty,174,80,118
PP 4031,Freshly wrapped,141,72,103
PP 4032,No selfies please,244,206,226
PP 4033,Happy soul,242,186,217
PP 4034,Metaverse,233,160,202
PP 4035,Instant gratification,226,141,190
PP 4036,Pow wow,216,113,170
PP 4037,Frivolous pink,200,120,166
PP 4038,Moh maya,190,79,133
PP 4039,Jamun stain,147,64,108
PP 4040,Looking good,237,204,227
PP 4041,Raw pink,242,192,216
PP 4042,Powerpuff pink,240,177,211
PP 4043,Jewel pink,220,153,186
PP 4044,Pink gulal,224,135,181
PP 4045,Instafamous,212,111,162
PP 4046,Boudoir bold,184,82,131
PP 4047,Sliced beets,139,65,104
PP 4048,Misty violet,235,217,223
PP 4049,Jasmine ittar,238,216,230
PP 4050,Gender fluid,241,193,225
PP 4051,Scattered rose petals,235,179,215
PP 4052,Here to stay,214,132,187
PP 4053,Sugar elephants,208,99,159
PP 4054,Dusky magenta,194,83,144
PP 4055,Velvety petals,159,75,119
PP 4056,Strawberry meringues,238,218,230
PP 4057,Milkshake moustache,240,209,226
PP 4058,Ribbons and bows,240,187,213
PP 4059,Damask,223,151,187
PP 4060,Rose sherbet,204,140,175
PP 4061,Pomegranate juice,171,106,142
PP 4062,Rosewood tables,138,85,116
PP 4063,Packed with flavour,134,58,96
PP 4064,Mount Mary steps,219,205,215
PP 4065,Dadi's handkerchief,220,184,202
PP 4066,Greeting card poetry,212,157,180
PP 4067,Onion pink,204,131,159
PP 4068,Wine lips,189,124,149
PP 4069,A whiff of perfume,148,101,123
PP 4070,Vintage upholstery,141,81,108
PP 4071,Old affection,114,64,94
PP 4072,Iced poms,234,217,224
PP 4073,Talcum powder,231,201,209
PP 4074,Winter garden,223,180,191
PP 4075,Suddenly shy,205,159,177
PP 4076,First date,190,134,154
PP 4077,Sylvia's rouge,173,112,139
PP 4078,Dark dahlias,150,104,130
PP 4079,Touring Tuscany,138,74,104
PP 4080,The Braganza sisters,237,222,225
PP 4081,Play it again Sam,228,205,214
PP 4082,Afternoon cocktails,211,186,200
PP 4083,Misunderstood,179,147,163
PP 4084,Unfinished novel,172,141,157
PP 4085,Slightly startled,161,133,152
PP 4086,Night-time roses,129,93,119
PP 4087,Junoon,93,72,86
PP 4088,Fallen flowers,222,214,225
PP 4089,Thistle pink,223,207,221
PP 4090,Lilac sky,207,185,204
PP 4091,Mauve meadow,181,151,178
PP 4092,Degas in the museum,173,147,176
PP 4093,"Still life, 1976",156,118,154
PP 4094,Royal velvet,126,90,130
PP 4095,Chianti summer,93,65,88
PP 4096,Unapologetic,238,224,231
PP 4097,Fairy tale pink,228,205,220
PP 4098,New besties,218,181,206
PP 4099,Dali's recipes,186,147,173
PP 4100,Sorbet swirl,166,118,155
PP 4101,Guests for dinner,128,81,120
PP 4102,Grape juice is wine,125,81,112
PP 4103,Early 1800s,114,65,89
PP 4104,Childhood stories,237,220,234
PP 4105,Pushable buttons,232,206,227
PP 4106,Dream house,234,192,223
PP 4107,Cat cafe in Tokyo,224,171,211
PP 4108,Bunch of asters,195,146,196
PP 4109,Violet chiffon,164,113,155
PP 4110,Grape peel,128,100,140
PP 4111,squished blueberries,116,68,112
PP 4112,Pink cosmopolitans,235,216,226
PP 4113,Light gossip,233,205,224
PP 4114,Pink envy,229,188,217
PP 4115,Ribbons in silk,222,162,206
PP 4116,A good laugh,210,136,191
PP 4117,Queen has arrived,196,111,169
PP 4118,Strawberry lip balm,181,96,156
PP 4119,Precious tyrian,152,87,142
PP 4120,Gentle lilacs,235,221,232
PP 4121,Pink wine,228,202,219
PP 4122,The colour of a swish,206,183,204
PP 4123,Magazine collection,208,176,216
PP 4124,Two love notes,179,145,199
PP 4125,Lavender blush,169,132,182
PP 4126,Electric,149,104,162
PP 4127,No presents please,120,86,142
PP 4128,My cassettes,210,199,219
PP 4129,Goodness gracious,202,185,206
PP 4130,Confetti blast,209,183,223
PP 4131,Fragrance outlives flowers,188,155,194
PP 4132,Florist at Hill Road,164,116,178
PP 4133,Amma's garden,121,84,145
PP 4134,About last night,97,70,107
PP 4135,Night cloud,88,73,98
PP 4136,Mic drop,227,221,229
PP 4137,Silvery lavender,220,208,225
PP 4138,Pastel plop,204,190,215
PP 4139,Smoky mauve,177,159,186
PP 4140,Sea snail,168,150,182
PP 4141,Always late,139,120,163
PP 4142,Knight rider,107,88,125
PP 4143,Purple cloak,99,84,115
PP 4144,Soft lavender,227,221,227
PP 4145,Yesterday's carnations,219,211,226
PP 4146,Songs in the wind,219,208,225
PP 4147,Faded lilac,198,184,207
PP 4148,Nilgiri blooms,172,148,175
PP 4149,Wish in the breeze,140,113,147
PP 4150,Holy basil,112,75,119
PP 4151,Nightshade,103,73,114
PP 4152,BRB,221,220,226
PP 4153,Kindered spirit,204,201,216
PP 4154,Purani jeans,187,185,203
PP 4155,Flower's apprentice,187,183,202
PP 4156,Liquid purple,151,149,175
PP 4157,Baby in a corner,159,152,178
PP 4158,Crushed violets,117,116,147
PP 4159,Midweek cocktail,93,91,126
PP 4160,Minty purple,220,214,226
PP 4161,Cupcake icing,217,207,225
PP 4162,Lavender ice cream,186,179,202
PP 4163,A purple whisper,166,160,184
PP 4164,Grandeur,135,131,176
PP 4165,Brinjal flowers,113,107,152
PP 4166,No return ticket,90,82,120
PP 4167,A Vikram Seth poem,91,86,107
PP 4168,Very real unicorns,211,207,221
PP 4169,With sprinkles please,192,188,215
PP 4170,Marsh orchids,183,176,202
PP 4171,Witch's brew,156,152,186
PP 4172,North mountain,138,139,182
PP 4173,A lake Como wedding,119,116,159
PP 4174,Opulent,113,111,163
PP 4175,No less than poetry,105,95,163
PP 4176,Tourists at Colaba,221,215,232
PP 4177,90s fashion,217,204,230
PP 4178,Lilac cadillac,202,190,216
PP 4179,Favourite short story,190,179,210
PP 4180,AI art,172,153,201
PP 4181,Popping pod,151,129,183
PP 4182,Do peepuls flower?,130,111,151
PP 4183,Byculla 1933,99,78,123
PP 4184,Virtual birthday,211,208,226
PP 4185,Mrs Pereira's hat,201,196,221
PP 4186,Himalayan flower,185,180,217
PP 4187,Karma,173,167,202
PP 4188,Purple haze,132,129,173
PP 4189,Bombay sometimes,102,102,141
PP 4190,An evensong,86,88,126
PP 4191,Wear your raincoat,76,79,107
PP 4192,Ash purple,209,212,230
PP 4193,Satin scarf,199,203,228
PP 4194,Bangalore evenings,187,190,232
PP 4195,It came with her letter,166,173,216
PP 4196,Udaipur blue,163,166,220
PP 4197,Violently violet,133,135,203
PP 4198,Butterfly pea,117,119,173
PP 4199,Royalty,85,82,131
PP 4200,A lucid mind,217,219,227
PP 4201,No melodrama,207,210,228
PP 4202,Dayflower,175,186,222
PP 4203,Berry smoothie,145,151,189
PP 4204,A water moon,116,124,166
PP 4205,Lavender splash,114,115,170
PP 4206,Monica's livingroom,93,99,161
PP 4207,Blue pea flowers,81,89,147
PP 4208,Cold mountain,213,209,227
PP 4209,Clouds at the window,180,179,210
PP 4210,An olde symphony,155,157,198
PP 4211,Secret phone calls,120,128,186
PP 4212,Houses like cake,117,119,180
PP 4213,October rendezvous,99,100,145
PP 4214,Italian winter,75,72,125
PP 4215,Indigo vat,69,70,105
PP 4216,Cumulus clouds,218,218,223
PP 4217,Foggy day,208,208,219
PP 4218,A nomad,177,178,196
PP 4219,Yacht club,153,156,178
PP 4220,Preserved memories,116,120,148
PP 4221,Roasted aubergine,96,104,137
PP 4222,Masterclass,72,78,108
PP 4223,Blue delphiniums,66,68,105
PP 4800,Fuchsia rose,180,83,116
PP 4801,Who ordered the romance?,166,88,135
PP 4802,Oriental Eggplant,119,77,129
PP 4803,Glory bush,107,82,138
BB 5000,Into the light,196,200,224
BB 5001,Little lilac,172,184,227
BB 5002,Cornflowers are blue,164,174,226
BB 5003,Periwinkle blue,117,135,199
BB 5004,Summer in Leh,92,123,189
BB 5005,Petals drink moonlight,89,103,173
BB 5006,Kitchen grapes,64,75,131
BB 5007,Dark violet bouquet,68,76,109
BB 5008,The clouds have shapes,214,220,239
BB 5009,Powder blue,181,191,217
BB 5010,A cool plunge,158,172,209
BB 5011,A guilty bouquet,149,165,198
BB 5012,Old lineage,128,152,186
BB 5013,Soft cobalt,111,135,184
BB 5014,Men in blue,86,117,168
BB 5015,A dinner obligation,72,82,125
BB 5016,Careless whisper,202,207,225
BB 5017,Daisy blue,195,206,231
BB 5018,Dusky indigo,182,195,226
BB 5019,Mouthful of sky,160,175,210
BB 5020,Edge of the sea,137,151,183
BB 5021,Old ink pen,110,120,159
BB 5022,School colours,89,107,147
BB 5023,Blueberry jam,68,90,129
BB 5024,Vanilla sky,203,206,224
BB 5025,Faint blue,180,191,215
BB 5026,Nawab's swan song,140,152,180
BB 5027,Roughly hewn,134,146,183
BB 5028,Historical fiction,111,129,164
BB 5029,Recipes in letters,107,120,155
BB 5030,Sealed with a kiss,101,116,149
BB 5031,I hear thunder,67,78,107
BB 5032,Poems before breakfast,222,228,239
BB 5033,Breezy ripples,208,209,223
BB 5034,A winter song,189,194,212
BB 5035,Evening pearls,166,173,192
BB 5036,Berries on pancake,157,165,185
BB 5037,Bombay monsoon,123,136,160
BB 5038,Sing to me softly,96,116,140
BB 5039,Souza's night,69,87,112
BB 5040,Nearly blue,219,223,233
BB 5041,Fog in the hills,199,204,216
BB 5042,Essence of jasmine,184,194,215
BB 5043,Overcast,143,157,183
BB 5044,Robin's song,93,111,139
BB 5045,Falling darkness,87,110,139
BB 5046,Kutchi night,77,93,127
BB 5047,Middle of the monsoon,65,76,99
BB 5048,A spoonful of dream,206,216,236
BB 5049,Ruffled cloud,185,203,238
BB 5050,December mornings,167,191,230
BB 5051,A curling river,152,181,227
BB 5052,Fictitious,120,153,212
BB 5053,Ice hockey,98,130,192
BB 5054,Flaneurs thrive in cities,67,99,147
BB 5055,Frozen rivers,56,86,142
BB 5056,Spring in Himachal,208,217,230
BB 5057,A cloud survey,177,196,222
BB 5058,Before yesterday,139,173,212
BB 5059,A vial of sighs,121,149,193
BB 5060,Preordained blues,85,124,190
BB 5061,It dawned on me,72,111,177
BB 5062,Frozen night,57,79,136
BB 5063,Midnight sky,64,75,105
BB 5064,A meaningful silence,207,216,234
BB 5065,Goan fishing boat,195,209,232
BB 5066,Clear summer sky,166,191,225
BB 5067,Forgotten summer,107,143,198
BB 5068,Vacant verandas,70,129,195
BB 5069,A windy evening,54,110,176
BB 5070,Most birds are blue,36,92,155
BB 5071,Jaipur pottery,50,87,149
BB 5072,Embroidered hankies,195,217,239
BB 5073,Eternally elegant,164,203,238
